"rank","drug","substance","event","peak_eb05","adj_eb05","n_methods_flagged","quarters","first_signal","latest_signal","first_approval","years_on_market","atc_class","triage","triage_reason","watch"
178,"bss","calcium;magnesium;potassium;sodium acetate;sodium chloride;sodium citrate","Toxic anterior segment syndrome",10239.47,10239.47,4,17,"2017Q2","2024Q4",,,"","","",""
179,"baqsimi","glucagon","Hypoglycaemic unconsciousness",10217.35,10217.35,4,3,"2022Q1","2022Q3","1998-09-11",27.6,"Glycogenolytic hormones","","",""
180,"prevacid 24 hr","lansoprazole","Hypertensive nephropathy",10210.54,10210.54,4,55,"2005Q1","2020Q4","1995-05-10",31,"Proton pump inhibitors","","",""
181,"ibandronic acid","ibandronic acid","Bone abscess",10209.6,10209.6,4,4,"2021Q1","2021Q4",,,"Bisphosphonates","","",""
182,"anagrelide","anagrelide","Protein-losing gastroenteropathy",10196.09,10196.09,4,4,"2021Q1","2021Q4",,,"Other antineoplastics","","",""
183,"piperacillin tazobactam","piperacillin;tazobactam","Fungaemia",10152.1,10152.1,4,5,"2017Q3","2018Q3",,,"","","",""
184,"luxturna","voretigene neparvovec","Vitreous opacities",10145.56,10145.56,4,2,"2018Q4","2019Q1",,,"Other ophthalmologicals","","",""
185,"auryxia","iron","Blood iron increased",10115.97,10115.97,4,4,"2020Q1","2020Q4",,,"","","",""
186,"abacavir sulfate lamivudine zidovudine",,"Virologic failure",10090.88,10090.88,4,2,"2019Q1","2019Q4",,,"Other antineoplastic agents (cont.)","","",""
187,"technetium tc 99m pertechnetate",,"Radioisotope scan abnormal",10074.38,10074.38,4,4,"2021Q4","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
188,"zynrelef","bupivacaine;meloxicam","Suture related complication",10070.48,10070.48,4,4,"2021Q4","2022Q3",,,"","","",""
189,"omniscan","gadodiamide","Urine analysis abnormal",10021.19,10021.19,4,2,"2018Q4","2019Q1","1993-01-08",33.3,"Paramagnetic contrast media","","",""
190,"paricalcitol","paricalcitol","Calciphylaxis",10010.07,10010.07,4,4,"2017Q2","2018Q1","1998-04-17",28,"Other anti-parathyroid agents","","",""
191,"cubicin","daptomycin","Eosinophilic pneumonia",9997.77,9997.77,4,17,"2017Q2","2022Q3","2003-09-12",22.6,"Other antibacterials","","",""
192,"yosprala","acetylsalicylic acid;omeprazole","Nasal polyps",9973.08,9973.08,4,2,"2018Q4","2019Q1",,,"","","",""
193,"oralair 100",,"Eosinophilic oesophagitis",9951.17,9951.17,4,4,"2020Q3","2021Q2",,,"Other antineoplastic agents (cont.)","","",""
194,"hepsera","adefovir","Hypophosphataemic osteomalacia",9943.91,9943.91,3,3,"2016Q2","2016Q4",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
195,"xiaflex","collagenase clostridium histolyticum","Fracture of penis",9917.5,9917.5,3,25,"2016Q1","2024Q4",,,"Enzymes","","",""
196,"ranibizumab","ranibizumab","Conjunctival retraction",9915.86,9915.86,3,5,"2021Q1","2022Q1",,,"Antineovascularisation agents","","",""
197,"byfavo",,"Vascular access site occlusion",9907.78,9907.78,3,3,"2020Q4","2021Q2",,,"Other antineoplastic agents (cont.)","","",""
198,"banana boat","octinoxate;octisalate;octocrilene;oxybenzone;titanium","Burns second degree",9891.96,9891.96,4,9,"2018Q3","2022Q3",,,"","","",""
199,"propess","dinoprostone","Death neonatal",9856.7,9856.7,3,4,"2020Q1","2020Q4","1982-01-01",44.3,"Prostaglandins","","",""
200,"cisatracurium besylate","cisatracurium","Airway peak pressure increased",9851.3,9851.3,3,1,"2024Q4","2024Q4","1995-12-15",30.4,"Other quaternary ammonium compounds","","",""
201,"terazosin","terazosin","Delirium tremens",9845.34,9845.34,3,4,"2018Q1","2018Q4",,,"Alpha-adrenoreceptor antagonists","","",""
202,"obeticholic acid","obeticholic acid","Bile duct stone",9834.47,9834.17,4,4,"2019Q4","2020Q3","2016-05-27",9.9,"Bile acids and derivatives","","",""
203,"neutrogena beach defense water plus sun protection sunscreen broad spectrum spf70",,"Burns third degree",9828.87,9828.87,3,3,"2018Q3","2019Q1",,,"Other antineoplastic agents (cont.)","","",""
204,"bss","calcium;magnesium;potassium;sodium acetate;sodium chloride;sodium citrate","Aqueous fibrin",9808.72,9808.72,4,8,"2019Q4","2022Q3",,,"","","",""
205,"daklinza","daclatasvir","Hepatitis B DNA increased",9777.23,9777.23,3,4,"2015Q2","2016Q1",,,"Antivirals for treatment of HCV infections","","",""
206,"azasan","azathioprine","Cholestasis of pregnancy",9752.88,9752.88,3,4,"2018Q1","2018Q4","1982-01-01",44.3,"Other immunosuppressants","","",""
207,"next advanced antibacterial hand sanitizer","ethanol","Blood methanol",9747.72,9747.72,3,4,"2020Q3","2021Q2",,,"Other antiseptics and disinfectants","","",""
208,"zecuity","sumatriptan","Application site erythema",9747.63,9747.63,3,4,"2016Q1","2016Q4","1997-08-26",28.7,"Selective serotonin (5HT1) agonists","","",""
209,"procysbi","mercaptamine","Amino acid level increased",9743.49,9743.49,4,2,"2018Q4","2019Q1",,,"Amino acids and derivatives","","",""
210,"netspot","gallium (68ga) dotatate","Scan gallium abnormal",9730.03,9730.03,3,2,"2019Q1","2019Q4",,,"","","",""
211,"trandolapril","trandolapril","Acute cutaneous lupus erythematosus",9655.9,9655.9,3,2,"2022Q2","2022Q3","1996-04-26",30,"ACE inhibitors, plain","","",""
212,"infasurf","calfactant","Endotracheal intubation complication",9650.5,9650.5,3,2,"2019Q4","2020Q1",,,"","","",""
213,"equate cool and heat pain relieving liquid","menthol","Application site burn",9632.17,9632.17,4,3,"2019Q4","2020Q2",,,"","","",""
214,"tenofovir disoproxil","tenofovir","Oesophageal stenosis",9626.06,9626.06,4,2,"2019Q4","2020Q1",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
215,"pamelor","nortriptyline","Antidepressant drug level increased",9622.73,9622.73,3,7,"2021Q1","2022Q3",,,"Non-selective monoamine reuptake inhibitors","","",""
216,"varithena","polidocanol","Peripheral vein thrombus extension",9603.88,9603.88,3,8,"2019Q4","2022Q3","2010-03-30",16.1,"Sclerosing agents for local injection","","",""
217,"abrocitinib","abrocitinib","Ophthalmic herpes simplex",9639.38,9558.37,3,2,"2021Q4","2022Q1","2022-01-14",4.3,"Agents for dermatitis, excluding corticosteroids","","",""
218,"oxaliplatine teva ml",,"Toxic neuropathy",9541.08,9541.08,3,2,"2019Q4","2020Q1",,,"Other antineoplastic agents (cont.)","","",""
219,"elmiron","pentosan polysulfate","Pigmentary maculopathy",9514.52,9514.52,3,77,"2003Q1","2022Q3",,,"Heparins or heparinoids for topical use","","",""
220,"airomir","salbutamol","Oesophageal adenocarcinoma",9500.39,9500.39,3,4,"2020Q3","2021Q2",,,"Selective beta-2-adrenoreceptor agonists","","",""
221,"naltrexone","naltrexone","Eosinophilic pustular folliculitis",9498.45,9498.45,3,4,"2021Q1","2021Q4","2006-04-13",20,"Drugs used in alcohol dependence","","",""
222,"ag-221","enasidenib, trial","Differentiation syndrome",9490.3,9490.3,4,8,"2017Q2","2020Q1",,,"","","",""
223,"kovaltry","factor viii","Anti factor VIII antibody positive",9441.13,9441.13,4,8,"2019Q1","2024Q4",,,"Blood coagulation factors","","",""
224,"fosinoprilat",,"Lacunar infarction",9412.34,9412.34,3,4,"2017Q4","2018Q3",,,"Other antineoplastic agents (cont.)","","",""
225,"oxygen","oxygen","Thermal burn",9409.29,9409.29,4,10,"2018Q2","2022Q3",,,"Medical gases","","",""
226,"alphagan","brimonidine","Corneal opacity",9395.17,9395.17,4,21,"2017Q2","2024Q4",,,"Other dermatologicals","","",""
227,"barhemsys","amisulpride","Administration site extravasation",9402.77,9390.76,3,3,"2022Q1","2022Q3","2020-02-26",6.2,"Benzamides","","",""
228,"sevoflurane","sevoflurane","Hyperthermia malignant",9385.72,9385.72,4,14,"2018Q2","2024Q4","1995-06-07",30.9,"Halogenated hydrocarbons","","",""
229,"nevanac","nepafenac","Corneal epithelium defect",9367.51,9367.51,4,4,"2018Q1","2018Q4","2005-08-19",20.7,"Antiinflammatory agents, non-steroids","","",""
230,"simulect","basiliximab","Renal tubular injury",9354.51,9354.51,4,13,"2018Q3","2022Q3",,,"Interleukin inhibitors","","",""
231,"opcon-a","naphazoline;pheniramine","Instillation site pain",9347.4,9347.4,4,3,"2022Q1","2022Q3",,,"","","",""
232,"kymriah","tisagenlecleucel","Cytokine release syndrome",9322.06,9322.06,4,26,"2015Q4","2024Q4",,,"Antineoplastic cell and gene therapy","","",""
233,"evicel","factor i;thrombin","Arthrofibrosis",9317.75,9317.75,3,4,"2019Q4","2020Q3",,,"","","",""
234,"g lasta","pegfilgrastim","Aortitis",9314.52,9314.52,4,4,"2020Q1","2020Q4",,,"Colony stimulating factors","","",""
235,"dinoprostone","dinoprostone","Premature separation of placenta",9287.48,9287.48,4,3,"2022Q1","2022Q3","1982-01-01",44.3,"Prostaglandins","","",""
236,"nevirapine","nevirapine","Speech disorder developmental",9258.74,9258.74,4,3,"2011Q1","2019Q1","1996-06-21",29.8,"Non-nucleoside reverse transcriptase inhibitors","","",""
237,"choriogonadotropin alfa","chorionic gonadotrophin","Ovarian hyperstimulation syndrome",9230.23,9230.23,4,6,"2021Q3","2024Q4",,,"Gonadotropins","","",""
238,"orfadin","nitisinone","Lenticular opacities",9215.32,9215.32,3,24,"2012Q1","2018Q4","2002-01-18",24.3,"Various alimentary tract and metabolism products","","",""
239,"hurricaine anesthetic liquid",,"Methaemoglobinaemia",9214.36,9214.36,3,1,"2019Q1","2019Q1",,,"Other antineoplastic agents (cont.)","","",""
240,"olprezide","hydrochlorothiazide;olmesartan","Hyponatraemic syndrome",9201.27,9201.27,3,3,"2021Q3","2022Q1",,,"","","",""
241,"zyprexa relprevv","olanzapine","Post-injection delirium sedation syndrome",9187.77,9187.77,4,21,"2016Q4","2024Q4","1996-09-30",29.6,"Diazepines, oxazepines, thiazepines and oxepines","","",""
242,"zonisamide","zonisamide","Choroidal effusion",9186.58,9186.58,3,4,"2018Q2","2019Q1","2000-03-27",26.1,"Other antiepileptics","","",""
243,"iluvien","fluocinolone","Medical device removal",9179.72,9179.72,4,18,"2018Q1","2024Q4",,,"Corticosteroids","","",""
244,"auryxia","iron","Transferrin saturation increased",9115.38,9115.38,3,10,"2017Q4","2021Q4",,,"","","",""
245,"dinoprostone","dinoprostone","Neonatal asphyxia",9093.12,9093.12,4,3,"2021Q2","2021Q4","1982-01-01",44.3,"Prostaglandins","","",""
246,"medroxyprogesterone","medroxyprogesterone","Pregnancy with injectable contraceptive",9064.7,9064.7,3,4,"2021Q1","2021Q4",,,"Progestogens","","",""
247,"digoxin","digoxin","Cardioactive drug level increased",9058.02,9058.02,4,11,"2018Q1","2024Q4","1982-01-01",44.3,"Digitalis glycosides","","",""
248,"calcium chloride dextrose magnesium chloride sodium chloride",,"Bloody peritoneal effluent",9037.39,9037.39,4,1,"2024Q4","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
249,"nevanac","nepafenac","Corneal erosion",9008.38,9008.38,3,4,"2017Q1","2017Q4","2005-08-19",20.7,"Antiinflammatory agents, non-steroids","","",""
250,"luxturna","voretigene neparvovec","Retinal degeneration",8974.75,8974.75,4,3,"2019Q4","2020Q2",,,"Other ophthalmologicals","","",""
251,"letermovir","letermovir","Cytomegalovirus gastroenteritis",8974.78,8973.63,3,2,"2021Q2","2021Q3","2017-11-08",8.5,"Other antivirals","","",""
252,"verteporfin","verteporfin","Polypoidal choroidal vasculopathy",8971.27,8971.27,4,2,"2018Q4","2019Q1","2000-04-12",26,"Antineovascularisation agents","","",""
253,"letermovir","letermovir","Gastritis herpes",8952.65,8951.51,3,3,"2022Q1","2022Q3","2017-11-08",8.5,"Other antivirals","","",""
254,"letermovir","letermovir","Human herpesvirus 6 infection",8952.65,8951.51,3,3,"2022Q1","2022Q3","2017-11-08",8.5,"Other antivirals","","",""
255,"ebetrexat","methotrexate","Osteoporotic fracture",8929.72,8929.7,3,4,"2018Q2","2019Q1","2013-10-11",12.5,"Folic acid analogues","","",""
256,"norditropin","somatropin","Epiphysiolysis",8912.72,8912.72,3,3,"2022Q1","2022Q3",,,"Somatropin and somatropin agonists","","",""
257,"taxotere","docetaxel","Psychological trauma",8903.68,8903.68,4,67,"2003Q1","2020Q1","1996-05-14",29.9,"Taxanes","","",""
258,"alkindi sprinkle","hydrocortisone","Adrenocortical insufficiency acute",8889.9,8889.9,4,3,"2022Q2","2024Q4","1982-01-01",44.3,"Corticosteroids for local oral treatment","indication","Alkindi is hydrocortisone replacement therapy FOR primary adrenal insufficiency in pediatric patients. Reports reflect missed or inadequate dosing in the treated disease — the 'event' IS the indication.",""
259,"follistim","follitropin","Breast discharge",8855.7,8855.7,4,4,"2017Q4","2018Q3",,,"Gonadotropins","","",""
260,"jelmyto","mitomycin","Ureteric stenosis",8852.13,8852.13,3,6,"2021Q3","2024Q4","1982-01-01",44.3,"Other cytotoxic antibiotics","","",""
261,"cariprazine hcl cap",,"Cataract nuclear",8850.9,8850.9,3,2,"2019Q1","2019Q4",,,"Other antineoplastic agents (cont.)","","",""
262,"olmesartan","olmesartan","Jaundice cholestatic",8822.36,8822.36,3,4,"2014Q3","2015Q2",,,"Angiotensin II receptor blockers (ARBs), plain","","",""
263,"kengreal","cangrelor","Vascular access site haemorrhage",8779.37,8779.27,3,3,"2019Q4","2020Q2","2015-06-22",10.8,"Platelet aggregation inhibitors excl. heparin","","",""
264,"photrexa viscous","dextran;vitamin b2","Corneal scar",8771.84,8771.84,3,4,"2021Q3","2022Q2",,,"","","",""
265,"heparin sodium","heparin","Heparin-induced thrombocytopenia",8724.86,8724.86,4,12,"2019Q1","2024Q4","1982-01-01",44.3,"Heparin group","","",""
266,"eskata","hydrogen peroxide","Application site discolouration",8683.4,8682.17,4,5,"2018Q3","2020Q1","2017-12-14",8.4,"Antiinfectives and antiseptics for local oral treatment","","",""
267,"voretigene neparvovec","voretigene neparvovec","Foveal degeneration",8678.76,8678.76,3,3,"2020Q1","2020Q3",,,"Other ophthalmologicals","","",""
268,"amantadine","amantadine","Duplicate therapy error",8677.66,8677.66,4,2,"2021Q1","2021Q2",,,"Adamantane derivatives","","",""
269,"vyzulta","latanoprostene bunod","Cystoid macular oedema",8678.5,8677.41,4,3,"2019Q4","2020Q2","2017-11-02",8.5,"Prostaglandin analogues","","",""
270,"itraconazole","itraconazole","Lip squamous cell carcinoma",8664.27,8664.27,3,4,"2021Q1","2021Q4","1992-09-11",33.6,"Triazole derivatives","","",""
271,"semaglutide b ml pds290",,"Cholecystitis chronic",8659.01,8659.01,3,3,"2020Q1","2020Q3",,,"Other antineoplastic agents (cont.)","","",""
272,"puregon","follitropin beta","Ovarian hyperstimulation syndrome",8649.11,8649.11,4,13,"2017Q1","2021Q2",,,"Gonadotropins","","",""
273,"selumetinib","selumetinib","Paronychia",8644.21,8644.21,4,10,"2020Q1","2022Q2",,,"MEK inhibitors","","",""
274,"survanta","beractant","Endotracheal intubation complication",8598.04,8598.04,3,3,"2022Q1","2022Q3",,,"","","",""
275,"503",,"Autism spectrum disorder",8588.36,8588.36,4,4,"2018Q2","2019Q1",,,"Other antineoplastic agents (cont.)","","",""
276,"pantoprazol arrow powder for solution for injection",,"Lymphangitis",8544.63,8544.63,4,2,"2019Q1","2019Q4",,,"Other antineoplastic agents (cont.)","","",""
277,"iwilfin",,"Neuroblastoma",8544.18,8544.18,3,1,"2024Q4","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
278,"increlex","mecasermin","Tonsillar hypertrophy",8538.47,8538.47,3,3,"2018Q1","2018Q3",,,"Somatropin and somatropin agonists","","",""
279,"nevirapine","nevirapine","Non-alcoholic steatohepatitis",8538.47,8538.47,4,4,"2018Q1","2018Q4","1996-06-21",29.8,"Non-nucleoside reverse transcriptase inhibitors","","",""
280,"chloraprep with tint","chlorhexidine;isopropanol","Application site hypersensitivity",8534.65,8534.65,4,2,"2019Q4","2020Q1",,,"","","",""
281,"warfarin sodium tablets usp","warfarin","International normalised ratio decreased",8528.62,8528.62,4,6,"2018Q2","2020Q2",,,"Vitamin K antagonists","","",""
282,"g-lasta","pegfilgrastim","Aortitis",8518.35,8518.35,4,10,"2017Q2","2020Q3",,,"Colony stimulating factors","","",""
283,"vigamox","moxifloxacin","Conjunctival oedema",8514.1,8514.1,4,4,"2018Q2","2019Q1",,,"Fluoroquinolones","","",""
284,"polymyxin b sulfate and trimethoprim","polymyxin b;trimethoprim","Instillation site irritation",8509.85,8509.85,4,3,"2022Q1","2022Q3",,,"","","",""
285,"esmeron","rocuronium","Endotracheal intubation complication",8470.27,8470.27,3,2,"2018Q4","2019Q1",,,"Other quaternary ammonium compounds","","",""
286,"eletriptan","eletriptan","Reversible cerebral vasoconstriction syndrome",8468.47,8468.47,4,4,"2021Q4","2022Q3",,,"Selective serotonin (5HT1) agonists","","",""
287,"alteplase","alteplase","Thrombolysis",8465.66,8465.66,4,7,"2018Q1","2022Q1",,,"Enzymes","","",""
288,"atomoxetine","atomoxetine","Spontaneous ejaculation",8462.54,8462.54,3,4,"2021Q4","2022Q3",,,"Centrally acting sympathomimetics","","",""
289,"hydralazine","hydralazine","Anti-neutrophil cytoplasmic antibody positive vasculitis",8451.46,8451.46,3,2,"2021Q2","2021Q3",,,"Hydrazinophthalazine derivatives","","",""
290,"mitomycin for injection usp","mitomycin","Infected skin ulcer",8448.72,8448.72,4,2,"2019Q4","2020Q1","1982-01-01",44.3,"Other cytotoxic antibiotics","","",""
291,"desloratadine","desloratadine","Burn oral cavity",8403.13,8403.13,4,4,"2021Q1","2021Q4","2001-12-21",24.3,"Other antihistamines for systemic use","","",""
292,"dextrose","glucose","Periarthritis",8376.76,8376.76,4,3,"2022Q1","2022Q3","1982-01-01",44.3,"Other irrigating solutions","","",""
293,"onfi","clobazam","Drug withdrawal convulsions",8374.15,8374.15,4,12,"2018Q1","2021Q2","2011-10-21",14.5,"Benzodiazepine derivatives","","",""
294,"oxygen","oxygen","Burns second degree",8371.55,8371.55,4,7,"2018Q3","2022Q1",,,"Medical gases","","",""
295,"armour thyroid","thyroid hormones, unspecified","Thyroid hormones increased",8365.73,8365.73,4,2,"2019Q1","2019Q4",,,"Thyroid hormones","","",""
296,"ondansetron hydrochloride","ondansetron","Glucose-6-phosphate dehydrogenase deficiency",8356.23,8356.23,3,4,"2021Q4","2022Q3","1999-01-27",27.2,"Serotonin (5HT3) antagonists","indication","Not causation — reports of hemolysis in G6PD-deficient patients receiving ondansetron in oncology settings. Known interaction risk rather than a novel signal.",""
297,"glimepiride","glimepiride","Cholangiocarcinoma",8338.59,8338.59,4,4,"2021Q4","2022Q3","1995-11-30",30.4,"Sulfonylureas","pending","Potentially novel — sulfonylurea + biliary malignancy association is not labeled. Needs literature search and population context.","yes"
298,"darzalex faspro","daratumumab;hyaluronidase","Administration related reaction",8338.47,8338.47,3,4,"2020Q3","2021Q2",,,"","","",""
299,"istodax","romidepsin","Angioimmunoblastic T-cell lymphoma",8328.69,8328.69,4,10,"2018Q3","2021Q2","2009-11-05",16.5,"Histone deacetylase (HDAC) inhibitors","","",""
300,"technetium tc-99m sulfur colloid",,"Radioisotope scan abnormal",8325.28,8325.28,3,3,"2018Q2","2018Q4","1982-01-01",44.3,"Other antineoplastic agents (cont.)","","",""
301,"sterile water","water","Periarthritis",8323.9,8323.9,4,3,"2022Q1","2022Q3",,,"","","",""
302,"clavamox filmtabletten",,"Type I hypersensitivity",8323.01,8323.01,4,6,"2020Q2","2021Q3",,,"Other antineoplastic agents (cont.)","","",""
303,"albenza","albendazole","Helminthic infection",8292.89,8292.89,3,3,"2018Q3","2019Q1","1996-06-11",29.9,"Benzimidazole derivatives","","",""
304,"octagam immune globulin",,"Q fever",8290.73,8290.73,4,3,"2019Q4","2020Q2",,,"Other antineoplastic agents (cont.)","","",""
305,"piroxicam","piroxicam","Cellulitis staphylococcal",8290.71,8290.71,3,4,"2019Q4","2020Q3","1982-04-06",44,"Oxicams","","",""
306,"oralair 100",,"Oral pruritus",8289.64,8289.64,4,12,"2018Q1","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
307,"symdeko","ivacaftor;tezacaftor","Infective pulmonary exacerbation of cystic fibrosis",8272.84,8272.84,4,14,"2018Q1","2021Q4",,,"","","",""
308,"kxl system","device, unspecified","Corneal opacity",8269.9,8269.9,4,4,"2019Q4","2020Q3",,,"","","",""
309,"hydralazine","hydralazine","Lupus nephritis",8260.82,8260.82,3,4,"2016Q4","2017Q3",,,"Hydrazinophthalazine derivatives","","",""
310,"mimpara","cinacalcet","Blood parathyroid hormone increased",8242.78,8242.78,4,4,"2018Q1","2018Q4",,,"Other anti-parathyroid agents","","",""
311,"xylocaine","lidocaine","Corneal opacity",8216.15,8216.15,3,4,"2021Q2","2022Q1","1982-01-01",44.3,"Antiarrhythmics, class Ib","","",""
312,"orgaran","danaparoid","Uterine hyperstimulation",8194.32,8194.32,3,4,"2015Q2","2016Q1",,,"Heparin group","","",""
313,"neoprofen","ibuprofen","Meconium ileus",8194.31,8194.31,3,6,"2021Q1","2022Q2","1982-01-01",44.3,"Other cardiac preparations","","",""
314,"ultiva","remifentanil","Stereotypy",8187.33,8187.33,4,4,"2020Q3","2021Q2",,,"Opioid anesthetics","","",""
315,"ropivacaine","ropivacaine","Delayed recovery from anaesthesia",8150.93,8150.93,4,2,"2019Q4","2020Q1",,,"Amides","","",""
316,"aplisol","tuberculin","Tuberculin test false positive",8149.33,8149.33,3,4,"2017Q4","2018Q3",,,"Tuberculosis diagnostics","","",""
317,"osimertinib","osimertinib","Acquired gene mutation",8145.69,8145.69,4,19,"2016Q4","2022Q2",,,"EGFR inhibitors","","",""
318,"valganciclovir","valganciclovir","Acidosis",8143.38,8143.38,4,6,"2014Q3","2019Q1",,,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","","",""
319,"curosurf","poractant alfa","Neonatal hypoxia",8126.03,8126.03,4,11,"2018Q1","2021Q4",,,"","","",""
320,"captopril","captopril","Paraparesis",8116.31,8116.31,4,4,"2021Q2","2022Q1","1982-01-01",44.3,"ACE inhibitors, plain","","",""
321,"hydroxychloroquine","hydroxychloroquine","Herpes zoster reactivation",8103.13,8103.13,3,4,"2021Q1","2021Q4",,,"Aminoquinolines","","",""
322,"dutasteride","dutasteride","Libido disorder",8102.01,8102.01,4,4,"2021Q4","2022Q3","2001-11-20",24.4,"Testosterone-5-alpha reductase inhibitors","","",""
323,"juluca","dolutegravir;rilpivirine","Hypereosinophilic syndrome",8094.44,8094.44,3,2,"2020Q4","2021Q1",,,"","","",""
324,"abacavir lamivudine","abacavir;lamivudine","Gastroschisis",8086.04,8086.04,4,2,"2019Q1","2019Q4",,,"","","",""
325,"venofer","iron","Thrombophlebitis superficial",8071.06,8071.06,4,13,"2014Q3","2021Q4",,,"","","",""
326,"ethinyl estradiol levonorgestrel",,"Meningioma",8054.89,8054.89,4,9,"2014Q1","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
327,"nirsevimab","nirsevimab","Respiratory syncytial virus bronchiolitis",8054.69,8054.69,4,1,"2024Q4","2024Q4",,,"","","",""
328,"tosymra","sumatriptan","Nasal discomfort",8054.27,8054.27,4,4,"2020Q1","2020Q4","1997-08-26",28.7,"Selective serotonin (5HT1) agonists","","",""
329,"akynzeo","netupitant;palonosetron","Neutropenic colitis",8041.58,8041.58,4,2,"2018Q4","2019Q1",,,"","","",""
330,"qlaira","dienogest;estradiol","Pregnancy on oral contraceptive",8034.87,8034.87,3,2,"2018Q2","2018Q3",,,"","","",""
331,"dexycu","dexamethasone","Pupillary deformity",8026.43,8026.43,3,3,"2019Q4","2020Q3","1982-01-01",44.3,"Corticosteroids for local oral treatment","","",""
332,"phexxi","contraceptives, unspecified","Pregnancy on contraceptive",8020.35,8020.35,4,4,"2021Q4","2022Q3",,,"","","",""
333,"talc","talc","Mesothelioma",8013.78,8013.78,4,6,"2020Q2","2024Q4","1997-12-24",28.3,"","","",""
334,"valproic acid","valproic acid","Excessive masturbation",7995.21,7995.21,3,4,"2021Q4","2022Q3","1982-01-01",44.3,"Fatty acid derivatives","","",""
335,"durysta","bimatoprost","Corneal endothelial cell loss",7989.8,7989.8,3,2,"2022Q2","2022Q3","2001-03-16",25.1,"Prostaglandin analogues","","",""
336,"rhopressa","netarsudil","Instillation site pain",7970.4,7970.4,4,5,"2020Q1","2021Q1",,,"Other antiglaucoma preparations","","",""
337,"aggrastat","tirofiban","Device embolisation",7958.88,7958.88,4,4,"2018Q2","2019Q1",,,"Platelet aggregation inhibitors excl. heparin","","",""
338,"lotemax","loteprednol","Instillation site irritation",7950.84,7950.84,3,4,"2021Q1","2021Q4",,,"Corticosteroids, plain","","",""
339,"bss","calcium;magnesium;potassium;sodium acetate;sodium chloride;sodium citrate","Corneal opacity",7936.09,7936.09,4,8,"2016Q4","2022Q3",,,"","","",""
340,"xiidra","lifitegrast","Instillation site pain",7932.1,7931.83,4,13,"2017Q1","2020Q3","2016-07-11",9.8,"Other ophthalmologicals","","",""
341,"lexapro","escitalopram","Maternal drugs affecting foetus",7927.88,7927.88,4,4,"2020Q3","2021Q2",,,"Selective serotonin reuptake inhibitors","","",""
342,"itraconazole","itraconazole","Pseudoaldosteronism",7918.81,7918.81,3,4,"2020Q2","2021Q1","1992-09-11",33.6,"Triazole derivatives","","",""
343,"ivosidenib","ivosidenib","Differentiation syndrome",7919.62,7917.59,4,7,"2015Q4","2021Q4","2018-07-20",7.8,"Isocitrate dehydrogenase (IDH) inhibitors","","",""
344,"blinded ipilimumab","ipilimumab, trial","Immune-mediated hepatitis",7878.53,7878.53,3,2,"2016Q4","2017Q1",,,"","","",""
345,"dorzolamide","dorzolamide","Periorbital inflammation",7871.08,7871.08,3,2,"2018Q4","2019Q1",,,"Carbonic anhydrase inhibitors","","",""
346,"rizatriptan","rizatriptan","Granulosa cell tumour of the testis",7864.3,7864.3,3,4,"2020Q4","2021Q3",,,"Selective serotonin (5HT1) agonists","","",""
347,"bleomycin","bleomycin","Growing teratoma syndrome",7859.71,7859.71,3,3,"2022Q1","2022Q3",,,"Other cytotoxic antibiotics","","",""
348,"alcaine","proxymetacaine","Corneal oedema",7837.27,7837.27,4,6,"2017Q2","2020Q3",,,"Local anesthetics","","",""
349,"caspofungin","caspofungin","Systemic candida",7830.97,7830.97,3,2,"2019Q1","2019Q4",,,"Other antimycotics for systemic use","","",""
350,"trandolapril","trandolapril","Sinoatrial block",7823.31,7823.31,4,3,"2018Q3","2019Q1","1996-04-26",30,"ACE inhibitors, plain","","",""
351,"topotecan hydrochloride","topotecan","Leukocoria",7804.22,7804.22,3,3,"2019Q4","2020Q2","1996-05-28",29.9,"Topoisomerase 1 (TOP1) inhibitors","","",""
352,"tobradex","dexamethasone;tobramycin","Anterior chamber flare",7803.82,7803.82,3,3,"2018Q3","2019Q1",,,"","","",""
353,"somatropin","somatropin","Glioma",7781.3,7781.3,3,4,"2018Q2","2019Q1",,,"Somatropin and somatropin agonists","","",""
354,"tetracaine hydrochloride","tetracaine","Aqueous fibrin",7767.3,7767.12,4,3,"2022Q1","2022Q3","2016-02-29",10.1,"Local anesthetics","","",""
355,"melphalan","melphalan","Acute lymphocytic leukaemia",7752.97,7752.97,4,6,"2020Q3","2021Q4","1982-01-01",44.3,"Nitrogen mustard analogues","","",""
356,"nevirapine","nevirapine","Developmental delay",7739.41,7739.41,4,2,"2018Q4","2019Q1","1996-06-21",29.8,"Non-nucleoside reverse transcriptase inhibitors","","",""
357,"silodosin","silodosin","Ejaculation failure",7730.98,7730.98,4,7,"2020Q1","2022Q3","2008-10-08",17.5,"Alpha-adrenoreceptor antagonists","","",""
